"id","lat","lon","date","country","species","database"
"4704685370",-29.369106,-50.880413,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4769390235",-29.374825,-50.87209,2023-08-05,"Brazil","Amazona vinacea","Gbif"
"4709078626",-29.409752,-50.454502,2023-08-06,"Brazil","Amazona vinacea","Gbif"
"4692142974",-29.36859,-50.882122,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4622702673",-25.339487,-49.208576,2023-08-07,"Brazil","Amazona vinacea","Gbif"
"4692645520",-22.710058,-45.469467,2023-08-07,"Brazil","Amazona vinacea","Gbif"
"4707990171",-27.958448,-49.93358,2023-08-07,"Brazil","Amazona vinacea","Gbif"
"4691682173",-20.190737,-42.84702,2023-08-08,"Brazil","Amazona vinacea","Gbif"
"4739376644",-29.36968,-50.882294,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4703135700",-27.954224,-49.865112,2023-08-08,"Brazil","Amazona vinacea","Gbif"
"4645927373",-27.957949,-49.891945,2023-08-08,"Brazil","Amazona vinacea","Gbif"
"4762540800",-27.958439,-49.900646,2023-08-08,"Brazil","Amazona vinacea","Gbif"
"4778535771",-22.693567,-45.490536,2023-08-09,"Brazil","Amazona vinacea","Gbif"
"4644503183",-22.727917,-45.59086,2023-08-10,"Brazil","Amazona vinacea","Gbif"
"4783587775",-22.694063,-45.502296,2023-08-12,"Brazil","Amazona vinacea","Gbif"
"4681173688",-24.855883,-48.717976,2023-08-12,"Brazil","Amazona vinacea","Gbif"
"4692944775",-29.461676,-50.581867,2023-08-12,"Brazil","Amazona vinacea","Gbif"
"4705401026",-29.459517,-50.6014,2023-08-13,"Brazil","Amazona vinacea","Gbif"
"4706021232",-29.45078,-50.617367,2023-08-08,"Brazil","Amazona vinacea","Gbif"
"4707077141",-25.416655,-49.26075,2023-08-14,"Brazil","Amazona vinacea","Gbif"
"4619333758",-22.732693,-45.57048,2023-08-20,"Brazil","Amazona vinacea","Gbif"
"4697398714",-22.726137,-45.570175,2023-08-20,"Brazil","Amazona vinacea","Gbif"
"4710520872",-29.410048,-50.358173,2023-08-21,"Brazil","Amazona vinacea","Gbif"
"4680673158",-27.11244,-51.43465,2023-08-14,"Brazil","Amazona vinacea","Gbif"
"4623771622",-26.092985,-52.159702,2023-08-20,"Brazil","Amazona vinacea","Gbif"
"4699301570",-20.705395,-43.319576,2023-08-26,"Brazil","Amazona vinacea","Gbif"
"4645662165",-19.776,-42.602,2023-08-26,"Brazil","Amazona vinacea","Gbif"
"4616451293",-19.776823,-42.602375,2023-08-27,"Brazil","Amazona vinacea","Gbif"
"4806137327",-27.142761,-51.602917,2023-08-27,"Brazil","Amazona vinacea","Gbif"
"4713821953",-26.461643,-52.565773,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4791278828",-26.465134,-52.56679,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4659646004",-26.469782,-52.568275,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4746389266",-26.466936,-52.5666,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4777415014",-26.468689,-52.566727,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4712415242",-26.458033,-52.56628,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4692288324",-26.46333,-52.566547,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4835813247",-27.3198,-51.426826,2023-08-30,"Brazil","Amazona vinacea","Gbif"
"4781410183",-29.410189,-50.35894,2023-08-31,"Brazil","Amazona vinacea","Gbif"
"4700646387",-26.767002,-49.440372,2023-08-26,"Brazil","Amazona vinacea","Gbif"
"4712036753",-26.766155,-49.433487,2023-08-26,"Brazil","Amazona vinacea","Gbif"
"4822582250",-26.085909,-51.62661,2023-08-31,"Brazil","Amazona vinacea","Gbif"
"4683320858",-29.36942,-50.881817,2023-08-04,"Brazil","Amazona vinacea","Gbif"
"4793386736",-28.33251,-50.492542,2023-08-29,"Brazil","Amazona vinacea","Gbif"
"4655375773",-28.298233,-50.661263,2023-08-30,"Brazil","Amazona vinacea","Gbif"
"4510146946",-26.560914,-53.884066,2023-09-21,"Argentina","Amazona vinacea","Gbif"
"4714470869",-18.931198,-48.275326,2023-09-07,"Brazil","Amazona vinacea","Gbif"
"4781969495",-25.121569,-48.82348,2023-09-08,"Brazil","Amazona vinacea","Gbif"
"4717574852",-26.646807,-49.363194,2023-09-10,"Brazil","Amazona vinacea","Gbif"
