"id","gen","sp","ssp","group","en","rec","cnt","loc","lat","lng","alt","type","sex","stage","method","url","file","file-name","sono.small","sono.med","sono.large","sono.full","osci.small","osci.med","osci.large","lic","q","length","time","date","uploaded","also","rmk","bird-seen","animal-seen","playback-used","temp","regnr","auto","dvc","mic","smp"
"591703","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Franco Vushurovich","Argentina","Parque Provincial Cruce Caballero, Misiones","-26.519","-53.9887","650","flight call","","","field recording","//xeno-canto.org/591703","https://xeno-canto.org/591703/download","XC591703-lorovinosodomingocruce8am (2).mp3",//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/ffts/XC591703-small.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/ffts/XC591703-med.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/ffts/XC591703-large.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/ffts/XC591703-full.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/wave/XC591703-small.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/wave/XC591703-med.png,//xeno-canto.org/sounds/uploaded/VLDFGFKOWN/wave/XC591703-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","C","0:39","08:30","2019-03-24","2020-09-29","Hypoedaleus guttatus;Chamaeza campanisona","Registro lejano de Amazona vinacea.","no","no","no","","","no","","","44100"
"431028","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Guilherme de Melo Becher","Brazil","Caxias do Sul, Rio Grande do Sul","-29.0066","-50.8079","850","song","","","field recording","//xeno-canto.org/431028","https://xeno-canto.org/431028/download","XC431028-180731_0489 A. vinacea2_caxias.mp3",//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/ffts/XC431028-small.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/ffts/XC431028-med.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/ffts/XC431028-large.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/ffts/XC431028-full.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/wave/XC431028-small.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/wave/XC431028-med.png,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/wave/XC431028-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","C","1:33","08:30","2018-07-31","2018-08-16","","","yes","yes","no","","","no","","","48000"
"380160","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Luis Pradier","Argentina","PP Cruce Caballero, Misiones","-26.5167","-53.9834","600","call, song","","","field recording","//xeno-canto.org/380160","https://xeno-canto.org/380160/download","XC380160-DR-100_1085.mp3",//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/ffts/XC380160-small.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/ffts/XC380160-med.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/ffts/XC380160-large.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/ffts/XC380160-full.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/wave/XC380160-small.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/wave/XC380160-med.png,//xeno-canto.org/sounds/uploaded/FHXVKPJNFP/wave/XC380160-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","C","1:28","09:00","2017-05-26","2017-07-17","Hypoedaleus guttatus","Varios individuos desde unos gajos visibles a mucha altura.","yes","yes","no","","","no","","","48000"
"365677","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Bobby Wilcox","Argentina","Parque Provincial Cruce Caballero, San Pedro, Misiones","-26.519","-53.991","650","call","","","field recording","//xeno-canto.org/365677","https://xeno-canto.org/365677/download","XC365677-Vb Parrot 80' Crca 0630 mp3 amp.mp3",//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC365677-small.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC365677-med.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC365677-large.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC365677-full.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC365677-small.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC365677-med.png,//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC365677-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","C","0:41","06:30","2016-12-02","2017-04-22","","Multiple birds calling in foreground and some in background within Araucaria forest, nearest birds about 25m away.  Amplified with Audacity.","yes","yes","no","","","no","","","48000"
"218410","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Peter Boesman","Brazil","Sao Francisco de Paula, Rio Grande do Sul","-29.4166666667","-50.8666666667","","call","","","field recording","//xeno-canto.org/218410","https://xeno-canto.org/218410/download","XC218410-Vinaceous Parrot C 2456.mp3",//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218410-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218410-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218410-large.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218410-full.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218410-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218410-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218410-large.png,"//creativecommons.org/licenses/by-nc-nd/4.0/","C","0:13","09:15","2005-08-05","2015-03-20","","ID certainty 100%. (Archiv. tape 381 side A track 4 seq. B)","unknown","unknown","unknown","","","no","","","44100"
"218409","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Peter Boesman","Brazil","Sao Francisco de Paula, Rio Grande do Sul","-29.4166666667","-50.8666666667","","call","","","field recording","//xeno-canto.org/218409","https://xeno-canto.org/218409/download","XC218409-Vinaceous Parrot C 2455.mp3",//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218409-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218409-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218409-large.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218409-full.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218409-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218409-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218409-large.png,"//creativecommons.org/licenses/by-nc-nd/4.0/","C","0:37","09:00","2005-08-05","2015-03-20","","ID certainty 100%. (Archiv. tape 381 side A track 2 seq. A)","unknown","unknown","unknown","","","no","","","44100"
"218408","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Peter Boesman","Brazil","Sao Francisco de Paula, Rio Grande do Sul","-29.4166666667","-50.8666666667","","call","","","field recording","//xeno-canto.org/218408","https://xeno-canto.org/218408/download","XC218408-Vinaceous Parrot C 2453.mp3",//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218408-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218408-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218408-large.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218408-full.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218408-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218408-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218408-large.png,"//creativecommons.org/licenses/by-nc-nd/4.0/","C","0:10","08:15","2005-08-05","2015-03-20","","ID certainty 90%. (Archiv. tape 380 side B track 21 seq. A)","unknown","unknown","unknown","","","no","","","44100"
"162200","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Antonio Silveira","Brazil","Monte Verde,Camanducaia, Minas Gerais State","-22.87","-46.0309","1600","call","female, male","","field recording","//xeno-canto.org/162200","https://xeno-canto.org/162200/download","XC162200-Amazona vinacea-MtVerdeMG-BR-16-4-09-ASilveira.mp3",//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC162200-small.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC162200-med.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC162200-large.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC162200-full.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC162200-small.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC162200-med.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC162200-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","C","0:20","10:00","2009-04-16","2014-01-01","","Several birds in flock perched on Araucaria tree singing and eating seeds. Thi part of Atlantic Rainforest has many Araucarias tree.","yes","yes","no","","","no","","","48000"
"152605","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Alexandre Bianco","Brazil","Campina Grande do Sul, Parana","-25.3067","-49.0524","900","song","","","field recording","//xeno-canto.org/152605","https://xeno-canto.org/152605/download","XC152605-Amazona vinacea (Kuhl, 1820) 2.mp3",//xeno-canto.org/sounds/uploaded/ODNEDFESFY/ffts/XC152605-small.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/ffts/XC152605-med.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/ffts/XC152605-large.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/ffts/XC152605-full.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/wave/XC152605-small.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/wave/XC152605-med.png,//xeno-canto.org/sounds/uploaded/ODNEDFESFY/wave/XC152605-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","C","0:35","08:00","2013-10-05","2013-10-24","","","yes","yes","no","","","no","","","48000"
"30554","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Adrian Eisen Rupp","Brazil","Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina","-27.1073","-49.1573","750","song","","","field recording","//xeno-canto.org/30554","https://xeno-canto.org/30554/download","Amazona vinacea_Faz. Santa Rita_PNSI_Indaial_SC_11-IX-2007.mp3",//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC30554-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC30554-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC30554-large.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC30554-full.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC30554-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC30554-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC30554-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","C","0:30","?","2007-09-11","2009-03-06","Pygochelidon cyanoleuca;Troglodytes aedon","","unknown","unknown","unknown","","","no","","","44100"
"24418","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Adrian Eisen Rupp","Brazil","Bonsucesso, Itaiópolis, Santa Catarina","-26.6834","-49.6942","920","call","","","field recording","//xeno-canto.org/24418","https://xeno-canto.org/24418/download","Amazona vinacea_Bonsucesso_Itaiopolis_SC_11-VII-2006.mp3",//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC24418-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC24418-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC24418-large.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC24418-full.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC24418-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC24418-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC24418-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","C","0:07","xx:xx","2006-07-11","2008-11-20","Leptasthenura setaria","","unknown","unknown","unknown","","","no","","","44100"
"18976","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Eduardo Patrial","Brazil","Hotel Veraneio Hampel, São Francisco de Paula, RS","-29.4431","-50.6117","900","song","","","field recording","//xeno-canto.org/18976","https://xeno-canto.org/18976/download","Amazona vinacea (Vinaceous Parrot)E.P.08.06.mp3",//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC18976-small.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC18976-med.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC18976-large.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC18976-full.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC18976-small.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC18976-med.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC18976-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","C","0:45","pm","2006-08-00","2008-11-20","","","unknown","unknown","unknown","","","no","","","44100"
"18908","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Freddy G Burgos","Argentina","San Pedro,Misiones","-26.635798","-54.122772","700","call, flgth call","","","field recording","//xeno-canto.org/18908","https://xeno-canto.org/18908/download","Amazona vinacea3.mp3",//xeno-canto.org/sounds/uploaded/BXGONKTYIE/ffts/XC18908-small.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/ffts/XC18908-med.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/ffts/XC18908-large.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/ffts/XC18908-full.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/wave/XC18908-small.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/wave/XC18908-med.png,//xeno-canto.org/sounds/uploaded/BXGONKTYIE/wave/XC18908-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","C","0:20","0645","2001-04-28","2008-11-20","","grupo de 11 en eucaliptus","unknown","unknown","unknown","","","no","","","44100"
"218411","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Peter Boesman","Brazil","Sao Francisco de Paula, Rio Grande do Sul","-29.4166666667","-50.8666666667","","call","","","field recording","//xeno-canto.org/218411","https://xeno-canto.org/218411/download","XC218411-Vinaceous Parrot D 2454.mp3",//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218411-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218411-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218411-large.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC218411-full.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218411-small.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218411-med.png,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC218411-large.png,"//creativecommons.org/licenses/by-nc-nd/4.0/","D","0:19","09:00","2005-08-05","2015-03-20","","ID certainty 100%. (Archiv. tape 380 side B track 30 seq. A)","unknown","unknown","unknown","","","no","","","44100"
"169904","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Roney Assis Souza","Brazil","Belo Oriente, Minas Gerais","-19.2204","-42.4832","260","song","","","field recording","//xeno-canto.org/169904","https://xeno-canto.org/169904/download","XC169904-DSCF2122.mp3",//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/ffts/XC169904-small.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/ffts/XC169904-med.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/ffts/XC169904-large.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/ffts/XC169904-full.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/wave/XC169904-small.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/wave/XC169904-med.png,//xeno-canto.org/sounds/uploaded/AJYSYOLBOF/wave/XC169904-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","D","0:11","17:30","2014-03-14","2014-03-14","","","yes","yes","no","","","no","","","44100"
"149018","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Noé Eiterer","Brazil","Araponga, Minas Gerais","-20.6665","-42.5222","950","flight call","","","field recording","//xeno-canto.org/149018","https://xeno-canto.org/149018/download","XC149018-papagaio-de-peito-roxo2.mp3",//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC149018-small.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC149018-med.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC149018-large.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC149018-full.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC149018-small.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC149018-med.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC149018-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","D","0:49","16:30","2013-09-21","2013-09-28","","","yes","yes","no","","","no","","","44100"
"23973","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Guilherme Serpa","Brazil","Águia Branca-ES",NA,NA,"?","song","","","field recording","//xeno-canto.org/23973","https://xeno-canto.org/23973/download","Amazona vinacea.mp3",//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/ffts/XC23973-small.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/ffts/XC23973-med.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/ffts/XC23973-large.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/ffts/XC23973-full.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/wave/XC23973-small.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/wave/XC23973-med.png,//xeno-canto.org/sounds/uploaded/ZIEUWTHKRO/wave/XC23973-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","D","0:23","?","2008-09-27","2008-11-20","","howls of a group of Callicebus monkey in the mix","unknown","unknown","unknown","","","no","","","44100"
"705689","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Fernando Igor de Godoy","Brazil","Carlos Chagas, Minas Gerais","-17.5487","-40.6024","280","flight call","","","field recording","//xeno-canto.org/705689","https://xeno-canto.org/705689/download","XC705689-2730_Amazona vinacea (flight calls)Brasilia_CarlosChagas_MG_220819_FIG.mp3",//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705689-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705689-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705689-large.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705689-full.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705689-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705689-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705689-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","E","0:30","05:30","2019-08-22","2022-03-03","","FCF 2730.","yes","yes","no","","","no","","","44100"
"705688","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Fernando Igor de Godoy","Brazil","Carlos Chagas, Minas Gerais","-17.5487","-40.6024","280","call","","","field recording","//xeno-canto.org/705688","https://xeno-canto.org/705688/download","XC705688-2729_Amazona vinacea (calls)Brasilia_CarlosChagas_MG_220819_FIG.mp3",//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705688-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705688-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705688-large.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705688-full.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705688-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705688-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705688-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","E","0:13","05:30","2019-08-22","2022-03-03","","FCF 2729.","yes","yes","no","","","no","","","44100"
"705649","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Fernando Igor de Godoy","Brazil","Carlos Chagas, Minas Gerais","-17.5487","-40.6024","280","call","","","field recording","//xeno-canto.org/705649","https://xeno-canto.org/705649/download","XC705649-2728_Amazona vinacea (calls)_Brasilia_CarlosChagas_MG_220819_FIG.mp3",//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705649-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705649-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705649-large.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC705649-full.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705649-small.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705649-med.png,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC705649-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","E","0:23","05:30","2019-08-22","2022-03-03","","FCF 2728.","yes","yes","no","","","no","","","44100"
